EstimatedCostToDate,IncidentSize,TotalIncidentPersonnel,InitialLatitude,InitialLongitude,FireDiscoveryDateTime,PrimaryFuelModel
10000.0,181.0,6.0,32.92677,-108.0096,4/22/2022 10:07:00 PM,Timber (Grass and Understory)
4000000.0,5644.0,24.0,37.6352,-114.0621,7/21/2022 9:48:00 PM,Short Grass (1 foot)
0.0,1142.92,1.0,28.925,-96.9375,8/18/2017 7:55:00 PM,Tall Grass (2.5 feet)
510000.0,5550.0,0.0,45.19376,-117.4384,7/29/2019 12:36:00 AM,Timber (Grass and Understory)
75000.0,486.0,81.0,35.1176,-111.1341,7/9/2017 9:50:00 PM,Tall Grass (2.5 feet)
4705323.0,5963.0,26.0,43.7757,-115.979897,10/10/2015 9:43:00 PM,Timber (Grass and Understory)
0.0,5430.0,1.0,31.5915,-101.1678,7/4/2020 11:07:54 PM,Brush (2 feet)
125000.0,1383.9,26.0,45.25966,-106.1859,8/9/2021 4:44:00 AM,Timber (Grass and Understory)
10400000.0,7697.0,394.0,41.46576,-120.3214,8/3/2017 8:41:00 PM,Brush (2 feet)
375000.0,3102.0,106.0,42.79985,-112.702,8/10/2016 8:39:00 PM,Short Grass (1 foot)
80000.0,2.9,33.0,39.65818,-107.6095,8/24/2017 10:21:00 PM,Brush (2 feet)
195000.0,293.0,17.0,42.69735,-121.4382,6/1/2019 11:51:00 PM,Timber (Litter and Understory)
395000.0,1370.0,4.0,44.18257,-113.205,8/29/2017 9:55:00 PM,Brush (2 feet)
625000.0,6154.0,28.0,43.1833,-114.0162,8/7/2016 9:37:00 AM,Brush (2 feet)
120355.0,4000.0,5.0,31.610399,-108.654297,3/3/2016 4:41:00 PM,Short Grass (1 foot)
697000.0,632.0,8.0,34.39412,-106.3318,8/21/2020 5:24:00 AM,Short Grass (1 foot)
5000.0,599.2,25.0,29.0855,-95.1528,10/30/2022 7:58:00 PM,Tall Grass (2.5 feet)
0.0,2200.0,22.0,32.74913333,-99.55055,9/2/2015 6:45:00 PM,Tall Grass (2.5 feet)
6759317.0,0.01,30.0,32.612778,-116.706457,8/31/2022 9:18:45 PM,Chaparral (6 feet)
6000.0,2236.8,23.0,36.75,-96.32416,3/18/2019 2:30:00 AM,Short Grass (1 foot)
600000.0,130.0,37.0,44.87021,-119.6257,8/19/2020 5:10:00 PM,Light Logging Slash
1200000.0,3227.0,15.0,36.4147,-112.2714,6/15/2015 6:45:00 PM,Timber (Grass and Understory)
2500.0,0.6,15.0,41.441111,-74.855556,3/23/2021 9:10:00 PM,Short Grass (1 foot)
1.0,360.0,15.0,29.33566667,-100.90783333,6/28/2018 11:52:00 PM,Brush (2 feet)
12000.0,1245.0,36.0,34.09209,-107.9008,4/27/2018 11:18:00 PM,Timber (Grass and Understory)
11600000.0,30641.0,1.0,33.92298,-110.9237,5/20/2016 7:35:00 PM,Timber (Litter and Understory)
35000.0,182.0,43.0,42.28271,-115.8738,7/23/2019 3:59:00 AM,Short Grass (1 foot)
53000.0,108.0,36.0,30.05967,-84.98132,3/17/2018 9:07:00 PM,Southern Rough
1408191.0,1548.0,2.0,46.31173,-114.4113,8/29/2022 8:22:00 PM,Timber (Litter and Understory)
0.0,300.0,1.0,33.60483333,-97.624,2/10/2016 10:25:00 PM,Short Grass (1 foot)
1200.0,3.0,33.0,40.543611,-75.250278,2/24/2020 5:16:00 PM,Short Grass (1 foot)
50000.0,1293.0,54.0,46.43024,-120.2094,6/20/2016 7:40:00 PM,Tall Grass (2.5 feet)
28700.0,2190.0,80.0,37.6688,-96.5534,2/27/2016 5:53:00 PM,Short Grass (1 foot)
1.0,129.0,1.0,32.86625,-94.1146,11/18/2021 3:26:00 PM,Timber (Grass and Understory)
400000.0,265.0,8.0,40.4333,-112.3936,8/15/2015 12:13:00 AM,Tall Grass (2.5 feet)
580000.0,12252.0,14.0,34.04231,-112.6122,8/20/2020 12:59:00 PM,Short Grass (1 foot)
60000.0,440.0,4.0,31.44964,-110.7123,5/31/2020 10:16:00 PM,Tall Grass (2.5 feet)
400000.0,478.85,108.0,40.36194,-117.0015,6/29/2017 12:01:00 AM,Closed Timber Litter
0.0,1119.0,1.0,33.95948331,-98.79226114,12/15/2021 7:28:22 PM,Brush (2 feet)
0.0,6.3,1.0,33.02467833,-95.88487833,9/20/2021 7:30:00 PM,Short Grass (1 foot)
10000.0,128617.0,88.0,65.85,-154.6,6/22/2015 2:16:12 AM,Timber (Litter and Understory)
150000.0,688.0,0.0,42.66191,-118.4794,7/9/2017 2:12:00 AM,Tall Grass (2.5 feet)
35000.0,1592.0,8.0,46.24539,-114.9505,7/1/2019 7:52:00 PM,Timber (Litter and Understory)
500000.0,53.0,0.0,38.417,-106.5051,8/7/2018 9:52:22 PM,Timber (Grass and Understory)
424283.0,81.0,47.0,34.39262,-117.09631,7/23/2019 12:03:01 AM,Tall Grass (2.5 feet)
475000.0,2916.8,76.0,40.7556,-112.6313,6/14/2020 5:31:00 PM,Brush (2 feet)
40000.0,751.0,42.0,44.23822,-117.0758,9/7/2020 9:29:00 PM,Tall Grass (2.5 feet)
1.0,375.0,1.0,30.252196,-98.262462,8/19/2020 9:04:48 PM,Short Grass (1 foot)
100000.0,495.8,75.0,43.88112,-100.6993,2/18/2022 6:32:00 PM,Short Grass (1 foot)
100000.0,0.2,3.0,36.40139,-118.6128,9/5/2020 3:48:00 PM,Timber (Litter and Understory)
2900000.0,1352.0,223.0,34.51998,-118.28181,6/4/2018 12:28:45 PM,Short Grass (1 foot)
38815.0,44363.6,0.0,65.28583,-155.34417,6/6/2018 8:50:05 PM,Timber (Litter and Understory)
6500.0,2145.0,1.0,46.55112,-114.9569,8/21/2022 9:30:00 PM,Timber (Litter and Understory)
40000.0,592.0,14.0,35.40772,-96.19437,4/1/2021 9:00:00 PM,Tall Grass (2.5 feet)
100000.0,1613.4,74.0,42.18226,-117.3622,8/28/2017 10:20:00 PM,Brush (2 feet)
350000.0,79.0,1.0,41.80062,-120.6872,7/18/2018 9:59:35 PM,Short Grass (1 foot)
0.0,101.0,2.0,32.2811111,-94.9144444,3/26/2022 8:38:26 PM,Timber (Grass and Understory)
37000000.0,68637.0,1.0,38.6314,-119.9115,7/4/2021 6:57:00 PM,Timber (Grass and Understory)
40000.0,264.0,15.0,35.49549,-96.40381,3/9/2022 9:36:00 PM,Hardwood Litter
500000.0,1200.0,42.0,47.77918,-120.0824,7/18/2022 9:35:00 PM,Tall Grass (2.5 feet)
14000.0,1200.0,44.0,37.16539,-98.49418,4/6/2022 8:16:00 PM,Short Grass (1 foot)
5220000.0,5046.0,55.0,47.73765,-117.9592,8/2/2018 9:48:00 PM,Timber (Grass and Understory)
1400000.0,45537.0,165.0,44.81482,-120.2493,8/17/2018 11:46:00 PM,Short Grass (1 foot)
4000000.0,28051.0,0.0,33.46844,-110.3106,7/13/2020 4:33:00 PM,Tall Grass (2.5 feet)
106036.0,50671.0,83.0,37.59286,-102.1251,4/18/2018 2:49:00 AM,Short Grass (1 foot)
200000.0,2867.0,0.0,33.36684,-110.102,8/28/2020 1:04:00 AM,Short Grass (1 foot)
150000.0,1390.7,16.0,42.6072,-113.4821,8/8/2020 8:18:00 PM,Brush (2 feet)
500000.0,1321.5,12.0,43.63083,-117.2783,7/29/2017 1:35:00 AM,Brush (2 feet)
41000.0,1800.0,78.0,38.79794,-99.85593,4/26/2021 7:34:00 PM,Short Grass (1 foot)
1.0,564.0,1.0,32.175,-100.5666667,4/17/2022 10:53:45 PM,Tall Grass (2.5 feet)
303669.0,27.0,20.0,45.10644,-114.5382,7/2/2016 1:09:00 AM,Timber (Litter and Understory)
0.0,642.0,19.0,32.2894,99.58536666,1/30/2016 6:31:00 PM,Brush (2 feet)
350.0,0.5,12.0,41.125,-80.451944,10/26/2022 12:25:00 AM,Tall Grass (2.5 feet)
0.0,9636.0,3.0,38.4683,-104.816597,1/28/2016 7:26:05 PM,Short Grass (1 foot)
900000.0,1890.0,73.0,42.60329,-116.5525,7/22/2020 12:27:00 PM,Short Grass (1 foot)
9500.0,123.42,4.0,36.62935,-91.11264,2/17/2017 10:45:00 PM,Hardwood Litter
850000.0,8687.9,62.0,43.3027,-117.338303,6/29/2015 2:50:00 AM,Short Grass (1 foot)
50000.0,362.8,9.0,42.50156,-117.5695,7/25/2018 12:25:00 AM,Tall Grass (2.5 feet)
200000.0,3456.0,3.0,42.84051,-118.154,8/17/2020 10:47:00 PM,Brush (2 feet)
1000020.0,2775.0,95.0,45.82094,-108.8469,8/28/2019 6:01:00 PM,Short Grass (1 foot)
250000.0,119.0,27.0,46.30041,-117.1508,9/8/2022 8:21:00 PM,Short Grass (1 foot)
10000.0,428.0,13.0,40.6942,-103.9639,7/13/2020 9:35:00 PM,Short Grass (1 foot)
520000.0,21482.0,10.0,47.9468,-113.4291,8/12/2015 5:42:00 PM,Timber (Litter and Understory)
440782.0,49.1,11.0,62.71019,-144.28806,7/13/2016 10:42:36 PM,Chaparral (6 feet)
115000.0,3469.0,28.0,43.26535,-113.7862,9/1/2016 12:48:00 AM,Brush (2 feet)
20000.0,500.0,0.0,44.98965,-106.1257,9/11/2021 8:18:00 PM,Short Grass (1 foot)
50000.0,142.0,22.0,37.028099,-83.468201,3/22/2016 8:29:00 PM,Hardwood Litter
982527.0,2902.3,27.0,64.83333,-141.36667,5/25/2015 12:14:27 AM,Timber (Litter and Understory)
300000.0,135.0,15.0,32.78661,-114.5451,6/9/2017 5:35:00 PM,Chaparral (6 feet)
75000.0,60.0,41.0,39.461389,-111.175278,4/20/2018 7:45:00 PM,Timber (Litter and Understory)
6234085.0,3816.0,22.0,42.90318,-122.7048,7/15/2018 6:04:00 PM,Timber (Litter and Understory)
45000.0,121.0,27.0,36.776389,-88.096667,3/2/2017 5:06:00 PM,Hardwood Litter
25000.0,135.6,9.0,36.29279,-95.00964,3/17/2019 9:00:00 PM,Hardwood Litter
875000.0,237.0,59.0,45.13774,-121.5735,9/3/2017 9:29:00 PM,Timber (Grass and Understory)
12000.0,681.0,13.0,32.996806,-87.495583,10/2/2019 8:00:00 PM,Timber (Litter and Understory)
130623.0,376.0,48.0,33.60315,-107.0332,7/26/2022 5:07:00 PM,Chaparral (6 feet)
5000.0,103.41,2.0,37.03489,-91.325,4/22/2019 8:35:00 PM,Timber (Grass and Understory)
1.0,776.0,23.0,32.6013584,-100.42159902,1/15/2022 2:35:14 AM,Tall Grass (2.5 feet)
10000.0,2411.0,8.0,47.962299,-95.273986,4/14/2018 3:00:00 PM,Tall Grass (2.5 feet)
100000.0,5313.4,3.0,42.47727,-117.3008,7/24/2018 10:43:00 PM,Brush (2 feet)
80000.0,1010.0,2.0,31.61544,-110.5646,6/6/2016 9:30:00 PM,Tall Grass (2.5 feet)
500000.0,770.0,11.0,43.72284,-105.4612,8/11/2020 9:52:00 PM,Timber (Grass and Understory)
0.0,700.0,19.0,32.00194444,-97.81833333,3/27/2022 9:38:25 PM,Tall Grass (2.5 feet)
2227000.0,33458.0,1.0,45.39644,-121.038,7/26/2018 11:44:00 PM,Brush (2 feet)
350000.0,104.0,3.0,40.30301,-108.6772,7/26/2021 7:43:00 PM,Timber (Litter and Understory)
5000.0,1400.0,1.0,41.09174,-112.868,5/10/2018 5:18:15 PM,Short Grass (1 foot)
0.0,100.0,5.0,31.20466666,-93.69483333,2/8/2016 10:50:00 PM,Timber (Litter and Understory)
19810000.0,14651.0,3.0,43.69036,-110.0002,7/12/2016 12:59:00 AM,Timber (Litter and Understory)
23000.0,3857.0,7.0,43.80037,-107.9445,7/28/2018 9:05:00 PM,Brush (2 feet)
25000.0,430.15,1.0,43.91479,-102.7021,2/8/2022 6:29:00 PM,Short Grass (1 foot)
1000000.0,335.0,13.0,32.92186,-110.729,7/8/2017 2:41:00 AM,Timber (Litter and Understory)
750000.0,420.0,11.0,35.92677,-115.54042,7/7/2017 1:53:00 AM,Brush (2 feet)
385000.0,9581.0,7.0,44.98328,-114.993,7/17/2021 1:48:00 AM,Timber (Litter and Understory)
65000.0,10022.0,35.0,43.07307,-112.8548,9/6/2019 6:03:00 AM,Short Grass (1 foot)
10000.0,256.7,6.0,35.44716,-96.46937,3/19/2019 11:51:00 PM,Hardwood Litter
602744.0,66267.9,4.0,64.65,-151.76667,6/23/2015 9:34:02 PM,Closed Timber Litter
1002000.0,2600.0,0.0,36.36904,-112.3073,7/27/2018 1:31:00 AM,Timber (Litter and Understory)
0.0,432.8,18.0,30.6215,-101.50583333,8/15/2015 8:25:00 PM,Brush (2 feet)
390914.0,379.0,8.0,37.19252,-113.1422,6/10/2022 12:27:00 AM,"Dormant Brush, Hardwood Slash"
20000.0,37.9,60.0,40.57575,-119.341,8/8/2019 12:51:00 AM,Brush (2 feet)
9600.0,300.0,23.0,38.23326,-94.88796,3/4/2021 10:08:00 PM,Short Grass (1 foot)
11230000.0,96614.0,11.0,44.78003,-116.906,9/7/2020 8:34:00 PM,Short Grass (1 foot)
45000.0,107.0,33.0,44.98943,-119.3759,6/9/2016 6:40:00 PM,Short Grass (1 foot)
3000.0,1774.0,3.0,33.34322,-110.3597,8/16/2016 1:50:00 AM,Short Grass (1 foot)
100.0,36.0,1.0,46.848202,-115.498802,8/12/2015 6:10:00 PM,Closed Timber Litter
4200.0,200.0,28.0,39.09572,-95.15289,2/16/2017 8:25:00 PM,Timber (Grass and Understory)
0.0,392.0,1.0,32.2133333,-100.4961111,10/22/2019 5:23:21 PM,Tall Grass (2.5 feet)
65712916.0,26535.0,8.0,35.66565,-118.5248,8/18/2021 11:25:00 PM,Chaparral (6 feet)
1000.0,432.0,1.0,45.8383,-114.830133,9/1/2017 12:46:39 AM,Timber (Litter and Understory)
30000.0,178.0,3.0,35.11716,-96.56576,3/27/2022 11:30:00 PM,Hardwood Litter
1600000.0,6842.7,85.0,41.866667,-114.2,8/4/2019 11:23:00 PM,Brush (2 feet)
147049.0,10.2,34.0,65.287033,-146.557783,6/11/2017 12:50:05 AM,Timber (Litter and Understory)
890967.0,59.6,0.0,65.157667,-148.2113,6/16/2022 2:51:04 AM,Timber (Litter and Understory)
285000.0,2925.0,0.0,44.95081,-106.3492,8/21/2022 8:45:00 PM,Tall Grass (2.5 feet)
150000.0,1285.0,24.0,44.27538,-116.4017,9/29/2022 8:00:00 AM,Brush (2 feet)
10.0,3.2,3.0,48.12969,-115.0414,7/9/2017 4:22:25 AM,Timber (Grass and Understory)
200000.0,2426.0,37.0,35.92877,-112.0381,7/22/2016 2:59:00 PM,Timber (Litter and Understory)
1024826.0,8190.0,48.0,66.44109,-147.1784,7/11/2019 4:05:00 PM,Timber (Litter and Understory)
5445157.0,8415.0,7.0,37.66138,-119.4713,8/4/2022 3:52:00 PM,Brush (2 feet)
0.0,42.0,1.0,33.440056,-98.105682,12/28/2020 12:47:29 AM,Timber (Litter and Understory)
219588.0,643.0,18.0,40.0532,-106.1454,8/24/2015 5:31:00 PM,Short Grass (1 foot)
1190779.0,669.7,13.0,63.21599,-143.0181,7/15/2016 12:58:34 AM,Timber (Grass and Understory)
0.0,374.0,10.0,31.09693333,-100.17663333,8/27/2015 10:31:00 PM,Tall Grass (2.5 feet)
300000.0,375.0,37.0,44.84836,-105.0755,6/5/2021 7:35:00 PM,Timber (Grass and Understory)
3000.0,1.5,16.0,43.86395,-85.80896,5/11/2017 8:23:12 PM,Short Grass (1 foot)
2167864.0,89366.0,22.0,45.52544,-115.2759,7/29/2017 12:59:00 AM,Timber (Grass and Understory)
5000.0,1407.3,19.0,45.71008,-106.6755,7/19/2017 9:23:00 PM,Timber (Grass and Understory)
5000.0,119.0,9.0,36.77951,-92.75597,4/16/2019 4:17:00 PM,Short Grass (1 foot)
110000.0,3613.0,0.0,47.23207,-113.1331,7/16/2017 11:37:00 PM,Timber (Grass and Understory)
4500.0,161.0,6.0,36.694167,-92.843056,4/15/2017 7:09:00 PM,Hardwood Litter
35425000.0,9564.0,9.0,40.420883,-120.863367,7/18/2020 10:22:08 PM,Medium Logging Slash
0.0,1058.0,11.0,26.9805556,-98.5830556,3/24/2022 11:19:38 PM,Tall Grass (2.5 feet)
267000.0,3339.0,3.0,33.57658,-105.0548,7/24/2016 1:58:00 PM,Tall Grass (2.5 feet)
5000.0,266.0,1.0,40.31525,-111.0542,9/17/2016 10:26:15 PM,Timber (Grass and Understory)
47834.0,1033.1,4.0,62.748817,-154.072817,7/15/2016 7:27:18 PM,Chaparral (6 feet)
2712000.0,5309.0,20.0,46.90548,-110.5407,10/3/2020 7:22:00 PM,Timber (Grass and Understory)
30000.0,103268.0,0.0,66.06886,-142.2035,6/18/2019 9:20:00 PM,Timber (Grass and Understory)
500000.0,65.5,39.0,62.153833,-151.699333,6/7/2022 4:34:48 AM,Timber (Litter and Understory)
5708000.0,8925.0,23.0,38.61171,-119.5488,8/29/2017 10:15:00 PM,Short Grass (1 foot)
420680.0,987.0,12.0,33.3441,-104.3375,5/17/2019 12:54:00 AM,Brush (2 feet)
50000.0,40.0,32.0,39.6722,-109.017,7/28/2018 7:24:00 PM,Timber (Litter and Understory)
1785142.0,5232.0,14.0,38.07054,-104.9512,10/3/2016 7:04:00 PM,Timber (Grass and Understory)
20000000.0,58234.0,3.0,48.1766,-119.2929,8/4/2021 3:25:00 AM,Timber (Grass and Understory)
4000000.0,21429.0,20.0,41.679293,-115.302496,7/13/2022 11:45:00 PM,Brush (2 feet)
20000.0,4.0,1.0,45.05244,-114.5406,8/16/2022 12:30:48 AM,Timber (Grass and Understory)
150000.0,395.6,5.0,40.3142,-112.006,7/25/2020 11:06:00 PM,Short Grass (1 foot)
1031561.37,1765.5,32.0,43.51369,-117.3784,7/28/2017 11:30:00 PM,Brush (2 feet)
475262.0,2097.0,71.0,43.61866,-113.545,7/4/2016 11:30:00 PM,Brush (2 feet)
101053.0,16944.0,4.0,63.256167,-154.083833,6/21/2015 10:52:45 PM,Chaparral (6 feet)
50000.0,32.0,1.0,34.93711,-107.9365,7/20/2017 3:14:00 PM,Timber (Grass and Understory)
340291.0,314.0,79.0,36.2111,-82.3066,3/29/2016 8:23:00 PM,Light Logging Slash
1600000.0,2350.0,8.0,48.97661,-114.749,7/30/2022 10:05:00 PM,Timber (Litter and Understory)
215000.0,55.0,13.0,44.0849,-115.260696,8/11/2015 2:58:40 AM,Timber (Litter and Understory)
350000.0,10760.0,13.0,33.36144,-109.9979,7/16/2019 12:12:00 AM,Short Grass (1 foot)
2.0,2887.0,0.0,31.27689667,-97.950115,7/19/2018 12:22:53 AM,Brush (2 feet)
0.0,84.5,24.0,62.148138,-149.928138,7/7/2019 11:29:01 PM,Timber (Litter and Understory)
1450000.0,5781.0,3.0,44.42477,-83.6242,4/23/2021 6:50:00 PM,Timber (Litter and Understory)
1.0,1309.0,1.0,31.64297,-102.79009333,8/23/2020 9:04:39 PM,Short Grass (1 foot)
1500000.0,16790.0,11.0,34.50296,-111.2877,5/30/2019 1:50:00 PM,Timber (Litter and Understory)
375000.0,1512.0,0.0,35.69844,-117.8867,5/1/2021 9:02:00 PM,Brush (2 feet)
4651485.0,2955.0,0.0,46.5907,-113.7995,8/19/2020 10:24:00 PM,Timber (Litter and Understory)
0.0,160.0,1.0,26.6803953,-98.42367035,3/19/2022 8:56:36 PM,Tall Grass (2.5 feet)
15000.0,552.0,22.0,37.21489,-83.41555,12/4/2021 1:52:00 PM,Hardwood Litter
1500000.0,1786.0,35.0,42.16487,-107.0574,8/7/2020 8:55:00 PM,Timber (Grass and Understory)
400000.0,24.0,48.0,48.0102,-117.3168,7/26/2021 12:08:00 AM,Closed Timber Litter
3003789.0,9196.0,0.0,40.67554,-115.5113,9/30/2018 3:40:00 PM,Brush (2 feet)
0.0,123.0,7.0,31.27018333,-95.15701666,8/30/2015 6:45:00 PM,Timber (Litter and Understory)
25000.0,106.0,6.0,34.99549,-96.63158,8/25/2020 10:45:00 PM,Hardwood Litter
75000.0,2101.0,2.0,36.58279,-92.84422,2/15/2018 6:15:00 PM,Timber (Grass and Understory)
1000.0,1285.1,10.0,64.67731,-147.6946,5/31/2020 11:44:00 PM,Tall Grass (2.5 feet)
5000.0,30678.1,1.0,65.31667,-150.03333,6/26/2015 5:52:31 AM,Timber (Litter and Understory)
125000.0,125.0,39.0,44.0386,-120.5481,6/13/2018 10:46:00 PM,Timber (Litter and Understory)
240000.0,170.0,82.0,47.59461,-117.607,8/27/2020 7:35:00 PM,Short Grass (1 foot)
100000.0,2328.0,10.0,43.42784,-117.2486,9/8/2022 1:17:00 AM,Brush (2 feet)
11491797.51,1079.0,54.0,34.20367,-116.8745,9/5/2022 8:30:00 PM,Timber (Litter and Understory)
0.0,434.0,1.0,31.03944444,-101.16583333,2/15/2022 8:37:14 PM,Short Grass (1 foot)
50000.0,289.0,1.0,42.97595,-115.6796,6/27/2017 12:01:00 AM,Short Grass (1 foot)
39541000.0,54129.0,16.0,37.45884,-107.7985,6/1/2018 4:02:00 PM,Timber (Grass and Understory)
10000.0,335.0,5.0,30.16438,-84.24326,5/8/2022 7:48:00 PM,Southern Rough
300000.0,17.0,0.0,48.87684,-115.3337,7/29/2018 10:00:00 PM,Timber (Litter and Understory)
750000.0,410.0,10.0,41.75719,-121.3036,7/13/2017 9:16:00 PM,Tall Grass (2.5 feet)
650000.0,301.0,37.0,40.938333,-105.506667,9/4/2016 6:15:00 PM,Short Grass (1 foot)
72361.0,213.0,13.0,61.508364,-159.222532,6/7/2018 12:14:59 AM,Short Grass (1 foot)
1.0,320.0,8.0,33.35703,-98.664686,1/14/2021 6:22:04 PM,Short Grass (1 foot)
250000.0,26.4,58.0,43.8755,-115.4817,9/7/2018 4:43:00 PM,Brush (2 feet)
0.0,19399.0,176.0,48.25435,-118.2627,9/8/2020 12:19:35 AM,Brush (2 feet)
100000.0,1120.0,1.0,33.84287,-110.5094,5/15/2016 3:15:00 AM,Brush (2 feet)
675000.0,20081.0,0.0,62.996944,-141.060278,5/21/2019 11:54:10 PM,Timber (Grass and Understory)
250000.0,250.0,25.0,44.1425,-119.1899,8/17/2016 7:31:00 PM,Tall Grass (2.5 feet)
0.0,28652.6,0.0,66.86383,-142.20686,7/1/2018 10:40:56 PM,Timber (Grass and Understory)
6400000.0,15044.0,4.0,33.65252,-105.2058,6/19/2019 7:44:00 PM,Short Grass (1 foot)
316475.0,735.0,44.0,33.45204,-85.77725,11/19/2021 11:39:00 PM,Timber (Litter and Understory)
100000.0,3119.0,23.0,33.77427,-109.7097,5/9/2016 8:47:00 PM,Timber (Litter and Understory)
302550.0,115.0,3.0,37.77994,-108.7814,8/27/2017 12:45:00 AM,Brush (2 feet)
150000.0,550.0,30.0,47.0382,-112.763,9/13/2015 7:12:00 PM,Timber (Litter and Understory)
234000.0,849.0,6.0,44.91184,-115.4254,8/24/2018 5:21:00 PM,Timber (Litter and Understory)
1.0,453.0,5.0,31.178766,-98.225776,1/14/2021 9:08:32 PM,Short Grass (1 foot)
75000.0,936.0,22.0,33.54242,-111.3369,7/1/2021 12:21:00 AM,Short Grass (1 foot)
45000.0,18.0,3.0,32.823056,-87.185,10/16/2022 6:49:00 PM,Timber (Litter and Understory)
425000.0,780.32,27.0,31.6742,-110.6624,6/1/2017 7:20:00 PM,Tall Grass (2.5 feet)
69095.0,51.3,19.0,60.093167,-155.179833,6/12/2019 10:37:53 PM,Timber (Grass and Understory)
1.0,41.5,47.0,35.068155,-101.848268,9/7/2019 9:20:00 PM,Short Grass (1 foot)
1.0,28448.0,1.0,33.8619444,-99.3397222,5/17/2022 9:34:50 PM,Brush (2 feet)
90000.0,1233.0,4.0,42.40597,-113.3085,8/24/2016 8:30:00 PM,Short Grass (1 foot)
1700000.0,974.0,7.0,39.90933,-106.5354,7/2/2017 7:06:00 PM,Timber (Grass and Understory)
15000.0,1010.0,2.0,30.0273,-84.4257,7/13/2015 6:52:00 PM,Southern Rough
2400000.0,4134.0,50.0,44.27246,-115.4669,8/7/2016 1:37:00 PM,Timber (Litter and Understory)
300000.0,2229.0,111.0,33.465,-85.867667,11/28/2016 1:28:00 PM,Timber (Litter and Understory)
95000.0,315.0,12.0,42.54529,-113.9444,8/25/2016 5:16:00 PM,Brush (2 feet)
1215390.0,227.0,1.0,37.83122,-109.65,8/6/2019 10:41:00 PM,Timber (Litter and Understory)
6500.0,0.1,1.0,46.1555,-114.4377,8/13/2015 12:08:31 AM,Timber (Grass and Understory)
5210000.0,5332.0,0.0,45.32799,-114.4528,8/4/2019 7:58:00 PM,Tall Grass (2.5 feet)
500000.0,78.0,7.0,45.83112,-115.1202,9/2/2017 10:56:25 PM,Timber (Grass and Understory)
0.0,545.7,0.0,66.56667,-155.08333,6/11/2018 10:00:48 PM,Timber (Litter and Understory)
172000.0,1000.0,9.0,45.62942,-115.8233,8/25/2022 5:21:00 PM,Timber (Litter and Understory)
3400000.0,5700.0,1.0,47.89679,-121.0263,8/11/2022 12:53:00 PM,Timber (Litter and Understory)
1.0,771.0,8.0,31.40266667,-98.6345,6/24/2018 9:20:08 PM,Brush (2 feet)
115000.0,460.0,4.0,38.8792,-111.404099,6/18/2015 7:37:00 PM,Brush (2 feet)
15000.0,1.5,4.0,37.59011,-112.3213,7/26/2019 5:22:52 PM,Timber (Litter and Understory)
300000.0,23.59,66.0,42.2511,-114.2331,5/11/2021 6:46:00 PM,Timber (Grass and Understory)
280000.0,268.0,4.0,43.0535,-111.1797,7/30/2019 6:38:00 PM,Timber (Litter and Understory)
0.0,682.0,17.0,45.2485,-111.246833,11/5/2020 8:00:00 PM,Short Grass (1 foot)
8000.0,507.4,4.0,45.68527,-106.4581,6/15/2021 10:35:00 PM,Short Grass (1 foot)
0.0,27238.0,7.0,32.27577,-110.6359,6/30/2017 5:23:00 PM,Tall Grass (2.5 feet)
0.0,921.0,13.0,31.9355,-102.8645,3/23/2021 2:31:07 AM,Tall Grass (2.5 feet)
10000.0,1069.91,6.0,36.66713,-92.84334,3/8/2021 6:36:00 PM,Timber (Litter and Understory)
16000.0,351.0,10.0,36.09624,-97.52212,11/29/2017 6:10:00 AM,Hardwood Litter
178313.0,5006.6,5.0,62.1335,-158.393,7/14/2016 7:53:56 AM,Chaparral (6 feet)
0.0,36274.0,84.0,34.2588,-117.4612,8/16/2016 5:44:00 PM,Chaparral (6 feet)
20000.0,365.0,0.0,44.43836,-100.0207,8/25/2018 7:43:00 PM,Tall Grass (2.5 feet)
165000.0,3.6,90.0,34.41416,-112.4518,7/12/2020 5:47:00 PM,Chaparral (6 feet)
120000.0,135.0,53.0,37.03853,-112.7148,6/19/2021 1:50:00 AM,Brush (2 feet)
450000.0,230.0,80.0,34.56246,-118.3999,9/28/2020 9:51:00 PM,Chaparral (6 feet)
96580000.0,52498.0,7.0,41.8302,-122.895367,7/29/2022 9:16:34 PM,Timber (Litter and Understory)
5000.0,1.0,0.0,46.24659,-115.4261,8/16/2019 12:09:31 AM,Timber (Grass and Understory)
100000.0,1181.0,22.0,44.645199,-112.035698,10/12/2015 8:21:00 PM,Short Grass (1 foot)
110000.0,359.0,34.0,35.3681,-113.6699,6/28/2017 8:53:00 PM,Tall Grass (2.5 feet)
1.0,2409.0,1.0,30.3886111,-100.8605556,8/15/2019 11:24:20 PM,Short Grass (1 foot)
15000.0,434.0,25.0,36.79461,-96.20522,3/5/2022 10:30:00 PM,Timber (Grass and Understory)
11200000.0,4338.0,200.0,44.47216,-121.6027,8/17/2020 12:05:00 AM,Brush (2 feet)
59500.0,230.0,2.0,48.55222,-117.1937,8/19/2016 9:30:29 PM,Brush (2 feet)
0.0,3237.0,1.0,33.123,-99.379,8/6/2022 2:09:52 AM,Short Grass (1 foot)
13500.0,546.0,33.0,31.68271,-110.0153,5/30/2017 11:00:00 PM,Tall Grass (2.5 feet)
0.0,445.0,24.0,30.97783333,-94.66933333,10/18/2015 5:36:00 PM,Timber (Litter and Understory)
